time_s,scenario,xA,xB,xC,s1_out,s2_out,s3_out,n1_out_cum,n2_out_cum,n3_out_cum,nu1,nu2,nu3,a1,a2,a3,q1,q2,q3,lambda1_in,lambda2_in,m3_setup,fault_m2,fA_pull,fB_pull,wA,wB,g_block_A,g_block_B,g_pull_A,g_pull_B,g_down
0.0,piecewise,10.0,10.0,15.0,1.4527251936019687,1.1491863760646623,1.701013596604669,1.4527251936019687,1.1491863760646623,1.701013596604669,1.478323653150769,1.188026341160038,1.7352819855562918,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2446817940944388,1.0822352492725424,0.0,0.0,0.8505067983019778,0.8505067983019778,0.5,0.5,1.0,1.0,0.9999999999995806,0.9999999999995806,1.0
1.0,piecewise,8.941449802190492,9.082542074905902,14.999999999999286,1.411329446433441,1.125485280744431,1.7005496617513753,2.86405464003541,2.2746716568090934,3.4015632583560445,1.4361984718373302,1.163524201088378,1.7348087043344371,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2092142926836247,1.0599149700418047,0.0,0.0,0.8430769703127696,0.8574726914245021,0.4957673329298482,0.5042326670701519,1.0,1.0,0.9999999999899591,0.9999999999934241,1.0
2.0,piecewise,7.896257678127906,8.159499072778774,14.999999999985182,1.416025507910694,1.1545043091311673,1.7139317650278934,4.280080147946104,3.429175965940261,5.115495023383938,1.4409772825780323,1.1935240086360213,1.7484604016465266,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.213237835643042,1.0872433617403843,0.0,0.0,0.8434316740958683,0.8705000906459539,0.4921034147919777,0.5078965852080222,1.0,1.0,0.9999999997690392,0.9999999998951508,1.0
3.0,piecewise,6.850038331764386,7.221738034742037,14.99999999969911,1.4044688402333636,1.179161222863049,1.7371030416481181,5.6845489881794675,4.60833718880331,6.852598065032056,1.4292169749477637,1.2190142716736836,1.7720984836593199,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2033361874017063,1.110463773794254,0.0,0.0,0.8491843065976663,0.887918728973777,0.4888508572970016,0.5111491427029983,1.0,1.0,0.999999994671068,0.999999998252735,1.0
4.0,piecewise,5.799721372335062,6.265121856699465,14.999999993622435,1.4383213082747988,1.1718592695692716,1.6646590238944905,7.122870296454266,5.780196458372581,8.517257088926547,1.4636659570701842,1.2114655284623042,1.6981950185605594,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2323406755470967,1.103587229303595,0.0,0.0,0.8090934568637113,0.8555654399576127,0.48604161330433626,0.5139583866956637,1.0,1.0,0.9999998755254105,0.9999999691881228,1.0
5.0,piecewise,4.784647282743649,5.3412843764761755,14.999999866549269,1.4369670458639918,1.091048899209765,1.7195606241657724,8.559837342318257,6.871245357582346,10.23681771309232,1.4622878312117724,1.1279239458038355,1.7542026590163045,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2311803557738994,1.0274848379671129,0.0,0.0,0.8310736732364821,0.8884843394667677,0.48330709337998906,0.5166929066200109,1.0,1.0,0.99999738421016,0.9999995075405042,1.0
6.0,piecewise,3.747786919417074,4.389235975766756,14.999997255086747,1.4265110937359813,1.1548115831784345,1.69588471905949,9.98634843605424,8.02605694076078,11.93270243215181,1.4516476348311174,1.1938416678684238,1.7300497823404923,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2222217906502444,1.0875327341277232,0.0,0.0,0.8152759109151724,0.8805534224874616,0.48076602411416586,0.5192339758858341,1.0,1.0,0.9999413204597457,0.9999914340583729,1.0
7.0,piecewise,2.728221705416165,3.4414037042285828,14.999941869429891,1.4467214185301465,1.159354537397581,1.6880749976925915,11.433069854584385,9.185411478158361,13.620777429844402,1.472214085604229,1.1985381639211465,1.7220827273873494,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2395378139661621,1.091811017697903,0.0,0.0,0.8069337725681311,0.8800031391113409,0.4786175892885887,0.5213824107114113,1.0,1.0,0.9987516271167394,0.9998528941598654,1.0
8.0,piecewise,1.7141043282840496,2.4938570454175637,14.998803783416772,1.4571711755853751,1.128260286797837,1.717653486907498,12.89024103016976,10.313671764956197,15.3384309167519,1.482847977748772,1.1663929962263908,1.752257100829778,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.248491071207543,1.0625283053810426,0.0,0.0,0.7977804639921884,0.8967137287412881,0.47662447118470613,0.5233755288152938,1.0,1.0,0.9744768028785012,0.9974815025629772,1.0
9.0,piecewise,0.7076437599140291,1.5314113352594811,14.97564448924275,1.4414732352036268,1.1324656672955082,1.7303969173733358,14.331714265373387,11.446137432251705,17.068827834125237,1.4668734240793686,1.1707405093103371,1.7652572587154631,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2350412180047523,1.0664886821362636,0.0,0.0,0.5353332628151822,0.8685722622155143,0.4753070771996191,0.5246929228003808,1.0,1.0,0.6508849284811021,0.9566542758784831,1.0
10.0,piecewise,0.0,0.5968620878847222,14.649153096900111,1.431931229772491,1.1431950058097855,1.6987840723406074,15.763645495145878,12.58933243806149,18.767611906465845,1.4571632790433584,1.181832475803914,1.7330075455991336,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2268657141368549,1.0765929337906313,0.0,0.0,0.0,0.5033668847015018,0.48210178807364756,0.5178982119263524,1.0,1.0,0.18242552380635635,0.5721396539187865,1.0
11.0,piecewise,0.0,0.02689313116406611,13.453735909261006,1.381022786043946,1.1480593004991404,1.667171529927129,17.144668281189823,13.73739173856063,20.434783436392973,1.405357778016422,1.1868611729260539,1.7007581411985806,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.1832478204335792,1.0811738366670618,0.0,0.0,0.0,0.02689313116406611,0.49919320676528456,0.5008067932347154,1.0,1.0,0.18242552380635635,0.19476811315220532,1.0
12.0,piecewise,0.0,0.0,11.813457510497944,1.48434546345447,1.1415674456183094,1.6875879588461375,18.629013744644293,14.878959184178939,22.12237139523911,1.5105011035370053,1.1801499076673874,1.7215858767224286,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.271773755040044,1.0750601945881706,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
13.0,piecewise,0.0,0.0,10.125869551651807,1.4206618914988438,1.1665633748683026,1.7502475999929468,20.04967563614314,16.045522559047242,23.872618995232056,1.4456953638460024,1.2059906442000086,1.7855078504922939,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.21721024712735,1.0985998712551548,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
14.0,piecewise,0.0,0.0,8.37562195165886,1.4183789503935085,1.1644934439657828,1.6900395595104127,21.468054586536645,17.210016003013024,25.56265855474247,1.443372195052874,1.203850754198009,1.7240868670953258,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.215254243856177,1.0966505336777836,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
15.0,piecewise,0.0,0.0,6.685582392148448,1.438507676302187,1.1093585185052077,1.688312191442283,22.906562262838833,18.31937452151823,27.250970746184752,1.4638556090871604,1.14685238985143,1.7223247146423009,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2325003539857393,1.0447277463543017,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
16.0,piecewise,0.0,0.0,4.997270200706165,1.4297389004491052,1.1337900163165053,1.7261599360239555,24.33630116328794,19.453164537834738,28.977130682208706,1.4549323187016978,1.1721096184075248,1.7609373537366213,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2249873462201315,1.067735875126639,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
17.0,piecewise,0.0,0.0,3.2711102646822097,1.463168486913164,1.170524995615995,1.6720821580237784,25.799469650201104,20.623689533450733,30.649212840232483,1.4889509676536945,1.2100861589920147,1.7061859965348665,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2536295132584492,1.102330689603423,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
18.0,piecewise,0.0,0.0,1.5990281066584313,1.4246221414281504,1.1425088344025016,1.6793750811229597,27.224091791629256,21.766198367853235,32.32858792135544,1.4497253973090873,1.1811231133163465,1.7765805704564228,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2206033534139216,1.07594673844802,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
19.0,piecewise,0.0,0.0,0.0,1.4305338541328665,1.1696982446968012,0.31102563252594606,28.654625645762124,22.935896612550035,32.63961355388139,1.4557412802582532,1.2092314657150685,1.7392934172095358,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2256684553395187,1.10155210485359,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
20.0,piecewise,0.0,0.0,0.0,1.4555262784704763,1.1824007990872343,0.30756230027445863,30.1101519242326,24.11829741163727,32.94717585415585,1.481174095914366,1.222363338429685,1.719926039229462,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2470817382510486,1.1135146136367213,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
21.0,piecewise,0.0,0.0,0.0,1.4202270790153166,1.1299377239346229,0.30966907964379026,31.530379003247916,25.248235135571893,33.25684493379964,1.4452528895350216,1.1681271270389801,1.731707407404272,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2168377037279,1.0641080157184426,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
22.0,piecewise,0.0,0.0,0.0,1.4177796004398053,1.156354147868944,0.310441493704198,32.94815860368772,26.404589283440835,33.56728642750384,1.442762283958211,1.1954363678435007,1.7360268413998454,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2147407262418677,1.088985429632233,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
23.0,piecewise,0.0,0.0,0.0,1.3973229650539842,1.1491219510623512,0.31142099543947827,34.345481568741704,27.553711234503186,33.878707422943314,1.421945182356388,1.1879597387347316,1.741504335027886,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.1972136662409134,1.0821745776444343,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
24.0,piecewise,0.0,0.0,0.0,1.414854580868867,1.1571364014249765,0.3070694127125029,35.76033614961057,28.710847635928165,34.185776835655815,1.439785722639738,1.196245059844545,1.71716975163679,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2122345959542185,1.0897221094170266,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
25.0,piecewise,0.0,0.0,0.0,1.4170899880338372,1.171930009378391,0.3061152170466376,37.17742613764441,29.882777645306554,34.491892052702454,1.4420605198973009,1.2115386591209623,1.7118337726472421,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2141498725756201,1.1036538478404578,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
26.0,piecewise,0.0,0.0,0.0,1.4332331409975338,1.1318913984154746,0.3063834050927431,38.61065927864195,31.01466904372203,34.7982754577952,1.458488131236161,1.170146831408651,1.7133335130364098,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.227981179888034,1.065947869925575,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
27.0,piecewise,0.0,0.0,0.0,1.4252014814884097,1.1345527905955899,0.32257719130799545,40.035860760130355,32.14922183431762,35.12085264910319,1.4503149459161269,1.1728981727750198,1.803891148222755,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2210997267326815,1.0684542104891677,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
28.0,piecewise,0.0,0.0,0.0,1.4545021467462096,1.1474879084123892,0.3142109339882945,41.49036290687656,33.29670974273001,35.435063583091484,1.4801319179728023,1.1862704690469186,1.757106012976312,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2462042714613464,1.0806357336488592,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
29.0,piecewise,0.0,0.0,0.0,1.4263393407846439,1.174850836437289,0.3124091516668413,42.916702247661206,34.471560579167296,35.747472734758325,1.4514728554223353,1.214558203692859,1.7470302256352586,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.222074634276449,1.106404508713234,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
30.0,piecewise,0.0,0.0,0.0,1.4259776457153914,1.1948227752991498,0.3152461457763364,44.3426798933766,35.66638335446645,36.06271888053466,1.4511047869270282,1.2352051500421373,1.7628950440402027,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2217647372156044,1.1252128906109025,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
31.0,piecewise,0.0,0.0,0.0,1.4695331657917956,1.1429586771696787,0.30804617813494073,45.81221305916839,36.80934203163613,36.370765058669605,1.495427798490269,1.1815881597769708,1.7226319434683985,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2590827125010724,1.0763703735601384,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
32.0,piecewise,0.0,0.0,0.0,1.4371278586919867,1.1464599189582143,0.30605903199695883,47.24934091786038,37.95580195059434,36.676824090666564,1.4624514777213822,1.1852077358163204,1.711519578970476,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.231318138749058,1.0796676344385308,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
33.0,piecewise,0.0,0.0,0.0,1.428983370845122,1.169864332207219,0.3077661176353355,48.678324288705504,39.12566628280156,36.9845902083019,1.454163475916329,1.209403166617049,1.721065810865668,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2243400152953847,1.1017085161737916,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
34.0,piecewise,0.0,0.0,0.0,1.423229649989972,1.1672293081166922,0.3138585808988333,50.101553938695474,40.292895590918256,37.298448789200734,1.4483083687899048,1.2066790845235444,1.755135611360033,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.219410279356167,1.0992270075057058,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
35.0,piecewise,0.0,0.0,0.0,1.447978555926387,1.13148498313377,0.31689339254093185,51.549532494621864,41.42438057405202,37.61534218174167,1.4734933750089338,1.1697266801867332,1.7721066496268951,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2406149179061692,1.0655651322314426,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
36.0,piecewise,0.0,0.0,0.0,1.4715541173864253,1.1562424975223407,0.3088908407230216,53.02108661200829,42.580623071574365,37.92423302246469,1.4974843612575233,1.1953209439614156,1.727355400076399,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2608142455313112,1.0888802839890157,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
37.0,piecewise,0.0,0.0,0.0,1.405306029252922,1.1509311233493906,0.30766859193078205,54.42639264126121,43.73155419492375,38.231901614395476,1.430068916068646,1.1898300570551243,1.7205204351853394,1.0,1.0,1.0,0.9826841304377143,0.9673071515759064,0.9802519767756149,1.2040534833744403,1.0838783482962808,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.18242552380635635,0.18242552380635635,1.0
